school_id,school,school_deg_cat,prop_completed,prop_denied,prop_withdrawn,prop_precepted_rotation,prop_filled,total_hours_rotated,is_affiliated,partner_tier,Year,Program_Name,TotalDelivered,TotalPassed,TotalFailed,PassRate
reinhardt,Reinhardt University School of Nursing and Health Sciences,2,0.0,1.0,0.0,0.2,0.0,0,1,0,2022.0,Reinhardt University,25.0,21.0,4.0,0.84
reinhardt,Reinhardt University School of Nursing and Health Sciences,2,0.0,1.0,0.0,0.2,0.0,0,1,0,2023.0,Reinhardt University,37.0,35.0,2.0,0.9459459459459459
reinhardt,Reinhardt University School of Nursing and Health Sciences,2,0.0,1.0,0.0,0.2,0.0,0,1,0,2024.0,Reinhardt University,20.0,20.0,0.0,1.0
reinhardt,Reinhardt University School of Nursing and Health Sciences,2,0.0,1.0,0.0,0.2,0.0,0,1,0,2025.0,Reinhardt University,32.0,32.0,0.0,1.0
south,South College - Atlanta Campus - Nursing,3,0.10638297872340426,0.8581560283687943,0.03546099290780142,0.6666666666666666,0.06713780918727916,2701,0,0,2022.0,South College,68.0,61.0,7.0,0.8970588235294118
south,South College - Atlanta Campus - Nursing,3,0.10638297872340426,0.8581560283687943,0.03546099290780142,0.6666666666666666,0.06713780918727916,2701,0,0,2023.0,South College,36.0,35.0,1.0,0.9722222222222222
south,South College - Atlanta Campus - Nursing,3,0.10638297872340426,0.8581560283687943,0.03546099290780142,0.6666666666666666,0.06713780918727916,2701,0,0,2024.0,South College,95.0,82.0,13.0,0.8631578947368421
south,South College - Atlanta Campus - Nursing,3,0.10638297872340426,0.8581560283687943,0.03546099290780142,0.6666666666666666,0.06713780918727916,2701,0,0,2025.0,South College,270.0,187.0,83.0,0.6925925925925925
southern crescent technical,Southern Crescent Technical College - LPN/Paramedic RN Bridge,3,0.0,1.0,0.0,1.0,0.0,0,1,0,2022.0,Southern Crescent Technical College,38.0,33.0,5.0,0.868421052631579
southern crescent technical,Southern Crescent Technical College - LPN/Paramedic RN Bridge,3,0.0,1.0,0.0,1.0,0.0,0,1,0,2023.0,Southern Crescent Technical College,41.0,38.0,3.0,0.926829268292683
southern crescent technical,Southern Crescent Technical College - LPN/Paramedic RN Bridge,3,0.0,1.0,0.0,1.0,0.0,0,1,0,2024.0,Southern Crescent Technical College,40.0,35.0,5.0,0.875
southern crescent technical,Southern Crescent Technical College - LPN/Paramedic RN Bridge,3,0.0,1.0,0.0,1.0,0.0,0,1,0,2025.0,Southern Crescent Technical College,76.0,70.0,6.0,0.9210526315789473
walden,Walden University,4,0.75,0.25,0.0,1.0,0.75,304,1,0,,,,,,
west georgia,University of West Georgia,2,0.04878048780487805,0.9512195121951219,0.0,0.9024390243902439,0.020618556701030927,216,1,2,2022.0,University of West Georgia,134.0,96.0,38.0,0.7164179104477612
west georgia,University of West Georgia,2,0.04878048780487805,0.9512195121951219,0.0,0.9024390243902439,0.020618556701030927,216,1,2,2023.0,University of West Georgia,167.0,141.0,26.0,0.844311377245509
west georgia,University of West Georgia,2,0.04878048780487805,0.9512195121951219,0.0,0.9024390243902439,0.020618556701030927,216,1,2,2024.0,University of West Georgia,143.0,133.0,10.0,0.9300699300699301
west georgia,University of West Georgia,2,0.04878048780487805,0.9512195121951219,0.0,0.9024390243902439,0.020618556701030927,216,1,2,2025.0,University of West Georgia,150.0,125.0,25.0,0.8333333333333334
western governors,Western Governors University - Nursing,4,0.0,0.0,1.0,1.0,1.0,0,1,0,,,,,,
