organization,cohort date,nurse id,deid_names,employment start date,type of unit,age,gender,education,nursing degree received,gpa,employment status,leave,termination,termination date,termination reason,id,tenure
Emory University Hospital,2/24/2017 0:00,183470,16112,,Medical/Surgical Inpatient Unit,22,Female,Georgia College,BSN,3.75,,No,No,,,22991,
Emory University Hospital,2/24/2017 0:00,294730,16113,,Emergency Department,24,Female,Georgia College,BSN,3.245,,No,No,,,22992,
Emory University Hospital,10/13/2016 0:00,6,16114,,Neurology/Neurosurgical ICU Inpatient Unit,22,Female,Georgia College,BSN,3.75,,No,No,,,22993,
Emory University Hospital,10/13/2016 0:00,2632,16115,,Neurology/Neurosurgical ICU Inpatient Unit,21,Female,Georgia College,BSN,3.75,,No,No,,,22994,
Emory Saint Joseph's Hospital,3/2/2015 0:00,40820400,16116,,Medical/Surgical Inpatient Unit,23,Female,Georgia College,BSN,3.245,,No,Yes,12/7/2015 0:00,Relocating out of area,22995,
Emory Saint Joseph's Hospital,7/14/2014 0:00,40596900,16117,,Medical/Surgical Inpatient Unit,22,Female,Georgia College,BSN,3.245,,No,No,,,22996,
Emory Saint Joseph's Hospital,7/17/2017 0:00,446591,16118,7/17/2017 0:00,Medical/Surgical Inpatient Unit,21,Female,Georgia College & State University,BSN,3.245,,No,Yes,12/3/2021 0:00,Relocating out of area,22997,4.383561644
Emory University Hospital,4/23/2025 0:00,476770,16119,3/31/2025 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,22998,0.983561644
The Emory Clinic,3/10/2025 0:00,476720,16120,3/24/2025 0:00,Neurology Inpatient Unit,23,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,22999,1.002739726
Emory Saint Joseph's Hospital,2/24/2020 0:00,364640,16121,2/24/2020 0:00,Medical/Surgical Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,Full-time,No,Yes,2/25/2020 0:00,Other/Unknown,23000,0.002739726
Emory University Hospital,4/24/2024 0:00,463213,16122,3/4/2024 0:00,Neurology/Neurosurgical ICU Inpatient Unit,21,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23001,2.057534247
Emory Decatur Hospital,3/26/2024 0:00,468751,16123,3/18/2024 0:00,Obstetrics/Labor & Delivery Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,Full-time,No,No,,,23002,2.019178082
Emory Saint Joseph's Hospital,2/22/2024 0:00,468380,16124,2/5/2024 0:00,Telemetry Unit,23,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23003,2.134246575
Emory University Hospital,11/8/2023 0:00,465830,16125,10/9/2023 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23004,2.460273973
Emory University Hospital,8/16/2023 0:00,455331,16126,7/24/2023 0:00,Surgical ICU Inpatient Unit,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23005,2.671232877
Emory University Hospital,8/16/2023 0:00,464289,16127,7/24/2023 0:00,Surgical ICU Inpatient Unit,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23006,2.671232877
Emory University Hospital,8/16/2023 0:00,464290,16128,7/24/2023 0:00,Surgical ICU Inpatient Unit,21,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23007,2.671232877
Emory University Hospital,8/16/2023 0:00,464292,16129,7/24/2023 0:00,Medical ICU Inpatient Unit,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23008,2.671232877
Emory University Hospital,8/16/2023 0:00,2475574,16130,7/24/2023 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23009,2.671232877
Emory University Hospital,8/7/2023 0:00,464750,16131,7/24/2023 0:00,General Medical Inpatient Unit,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,Yes,11/7/2024 0:00,Other/Unknown,23010,1.293150685
Emory Johns Creek Hospital,7/21/2023 0:00,461473,16132,6/25/2023 0:00,Medical/Surgical Inpatient Unit,23,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23011,2.750684932
Emory University Hospital,4/26/2023 0:00,461569,16133,3/6/2023 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,Georgia College & State University,BSN,3.245,Full-time,No,Yes,5/18/2024 0:00,Relocating out of area,23012,1.202739726
Emory University Hospital,4/26/2023 0:00,461581,16134,3/6/2023 0:00,Neurology/Neurosurgical ICU Inpatient Unit,23,Female,Georgia College & State University,BSN,3.75,Full-time,No,Yes,10/12/2024 0:00,Other/Unknown,23013,1.605479452
Emory Decatur Hospital,3/28/2023 0:00,461773,16135,3/20/2023 0:00,Obstetrics/Labor & Delivery Inpatient Unit,21,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23014,3.016438356
The Emory Clinic,10/17/2022 0:00,459559,16136,10/24/2022 0:00,Ambulatory Setting,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23015,3.419178082
Emory University Hospital,8/17/2022 0:00,456850,16137,7/11/2022 0:00,Neurology/Neurosurgical ICU Inpatient Unit,21,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23016,3.706849315
Emory University Hospital Midtown,8/12/2022 0:00,457097,16138,8/29/2022 0:00,Obstetrics/Labor & Delivery Inpatient Unit,24,Female,Georgia College & State University,BSN,3.245,,No,No,,,23017,3.57260274
Emory Decatur Hospital,8/2/2022 0:00,456231,16139,8/29/2022 0:00,Emergency Department,22,Female,Georgia College & State University,BSN,3.245,Full-time,No,No,,,23018,3.57260274
Emory Saint Joseph's Hospital,7/18/2022 0:00,456036,16140,7/18/2022 0:00,Medical ICU Inpatient Unit,22,Female,Georgia College & State University,BSN,3.75,,No,No,,,23019,3.687671233
Emory University Hospital,4/27/2022 0:00,447657,16141,3/21/2022 0:00,Emergency Department,23,Female,Georgia College & State University,BSN,3.75,Full-time,No,Yes,2/13/2025 0:00,Other/Unknown,23020,2.904109589
Emory Decatur Hospital,3/22/2022 0:00,452949,16142,3/14/2022 0:00,Medical/Surgical ICU Inpatient Unit,21,Female,Georgia College & State University,BSN,3.245,Full-time,No,No,,,23021,4.032876712
Emory Decatur Hospital,3/22/2022 0:00,453198,16143,3/14/2022 0:00,Neonatal ICU Inpatient Unit,21,Female,Georgia College & State University,BSN,3.75,Full-time,No,Yes,10/30/2025 0:00,Other/Unknown,23022,3.632876712
Emory University Hospital,8/18/2021 0:00,447965,16144,7/19/2021 0:00,Surgical ICU Inpatient Unit,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,Yes,12/22/2024 0:00,Other/Unknown,23023,3.430136986
Emory University Hospital Midtown,8/13/2021 0:00,448631,16145,8/9/2021 0:00,Neonatal ICU Inpatient Unit,21,Female,Georgia College & State University,BSN,3.75,,No,Yes,12/12/2024 0:00,Other/Unknown,23024,3.345205479
Emory University Hospital Midtown,8/13/2021 0:00,448690,16146,8/9/2021 0:00,Obstetrics/Labor & Delivery Inpatient Unit,21,Female,Georgia College & State University,BSN,3.75,,No,Yes,7/8/2023 0:00,Other/Unknown,23025,1.912328767
Emory University Hospital Midtown,8/13/2021 0:00,448736,16147,8/9/2021 0:00,Cardiac/Heart/Vascular Critical Care,21,Female,Georgia College & State University,BSN,3.245,,No,No,,,23026,4.62739726
Emory Saint Joseph's Hospital,7/12/2021 0:00,447801,16148,7/12/2021 0:00,General Medical Inpatient Unit,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,Yes,1/4/2023 0:00,Travel Nurse,23027,1.482191781
Emory Saint Joseph's Hospital,7/12/2021 0:00,447803,16149,7/12/2021 0:00,General Medical Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,Full-time,Yes,Yes,7/23/2022 0:00,Did not return from leave of absence,23028,1.030136986
Emory University Hospital,4/16/2021 0:00,445533,16150,3/8/2021 0:00,Neurology/Neurosurgical ICU Inpatient Unit,23,Male,Georgia College & State University,BSN,3.245,,No,No,,,23029,5.049315068
Emory University Hospital,4/16/2021 0:00,445539,16151,3/22/2021 0:00,Emergency Department,23,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23030,5.010958904
Emory University Hospital,4/16/2021 0:00,445541,16152,3/22/2021 0:00,Other (please specify),22,Female,Georgia College & State University,BSN,3.245,,No,Yes,9/3/2022 0:00,Obtained position representing a different job experience,23031,1.452054795
Emory University Hospital,4/16/2021 0:00,445543,16153,3/22/2021 0:00,Surgical ICU Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,,No,Yes,5/14/2023 0:00,Relocating out of area,23032,2.145205479
Emory University Hospital,4/16/2021 0:00,445586,16154,3/1/2021 0:00,Other (please specify),21,Female,Georgia College & State University,BSN,3.75,,No,No,,,23033,5.068493151
Emory Saint Joseph's Hospital,2/15/2021 0:00,445129,16155,2/15/2021 0:00,Emergency Department,22,Male,Georgia College & State University,BSN,3.245,Full-time,No,Yes,2/25/2023 0:00,Relocating out of area,23034,2.02739726
Emory Saint Joseph's Hospital,2/15/2021 0:00,445131,16156,2/15/2021 0:00,Medical/Surgical Intermediate Unit,22,Female,Georgia College & State University,BSN,3.245,Per Diem,No,No,,,23035,5.106849315
Emory Saint Joseph's Hospital,2/15/2021 0:00,445136,16157,2/15/2021 0:00,Perioperative OR,22,Female,Georgia College & State University,BSN,3.245,Full-time,No,Yes,1/22/2024 0:00,Obtained position representing a different job experience,23036,2.934246575
Emory University Hospital,8/6/2020 0:00,442604,16158,7/27/2020 0:00,Medical ICU Inpatient Unit,23,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23037,5.663013699
Emory University Hospital Midtown,8/1/2020 0:00,442389,16159,8/10/2020 0:00,General Medical Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,,No,No,,,23038,5.624657534
Emory University Hospital,7/30/2020 0:00,442110,16160,6/8/2020 0:00,Neurology/Neurosurgical ICU Inpatient Unit,23,Female,Georgia College & State University,BSN,3.245,Full-time,No,No,,,23039,5.797260274
Emory University Hospital,7/30/2020 0:00,442137,16161,6/8/2020 0:00,Neurology/Neurosurgical ICU Inpatient Unit,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,Yes,12/12/2021 0:00,Obtained position with a more desirable commute,23040,1.512328767
Emory Johns Creek Hospital,7/13/2020 0:00,435160,16162,6/28/2020 0:00,General Medical Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,Full-time,No,No,,,23041,5.742465753
Emory Johns Creek Hospital,7/13/2020 0:00,442201,16163,7/20/2020 0:00,Ambulatory Setting,21,Female,Georgia College & State University,BSN,3.245,Full-time,No,No,,,23042,5.682191781
Emory University Hospital,5/1/2020 0:00,440112,16164,3/9/2020 0:00,Medical ICU Inpatient Unit,21,Female,Georgia College & State University,BSN,3.75,Full-time,No,Yes,7/3/2022 0:00,Compensation/pay,23043,2.317808219
Emory University Hospital,5/1/2020 0:00,440119,16165,3/9/2020 0:00,Medical ICU Inpatient Unit,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23044,6.046575342
Emory University Hospital Midtown,4/1/2020 0:00,440635,16166,3/30/2020 0:00,Cardiac/Heart/Vascular Critical Care,21,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23045,5.989041096
Emory University Hospital Midtown,4/1/2020 0:00,440737,16167,3/30/2020 0:00,Medical/Surgical ICU Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,Full-time,No,No,,,23046,5.989041096
Emory Saint Joseph's Hospital,2/24/2020 0:00,440332,16168,2/24/2020 0:00,Oncology Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,Full-time,No,Yes,9/21/2021 0:00,Obtained position representing a different job experience,23047,1.575342466
Emory Saint Joseph's Hospital,2/24/2020 0:00,2276256,16169,12/28/2022 0:00,Medical/Surgical Inpatient Unit,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23048,3.24109589
Emory University Hospital,8/1/2019 0:00,435938,16170,7/22/2019 0:00,Cardiac/Heart/Vascular Critical Care,23,Female,Georgia College & State University,BSN,3.245,Full-time,No,Yes,12/26/2021 0:00,Travel Nurse,23049,2.432876712
Emory University Hospital,8/1/2019 0:00,435941,16171,7/22/2019 0:00,Medical ICU Inpatient Unit,22,Male,Georgia College & State University,BSN,3.75,,No,Yes,12/12/2021 0:00,Returning to school full-time,23050,2.394520548
Emory University Hospital,8/1/2019 0:00,435986,16172,7/22/2019 0:00,General Surgical Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,Full-time,No,Yes,6/5/2021 0:00,Obtained position representing a different job experience,23051,1.873972603
Emory University Hospital Midtown,7/25/2019 0:00,436587,16173,7/29/2019 0:00,Emergency Department,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,Yes,9/4/2021 0:00,Obtained position representing a different job experience,23052,2.104109589
Emory Decatur Hospital,7/23/2019 0:00,435722,16174,7/15/2015 0:00,General Surgical Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,,No,No,,,23053,10.70136986
Emory Saint Joseph's Hospital,7/15/2019 0:00,435738,16175,7/15/2019 0:00,Medical/Surgical Intermediate Unit,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23054,6.698630137
Emory University Hospital Midtown,2/28/2019 0:00,432920,16176,2/25/2019 0:00,Surgical ICU Inpatient Unit,22,Male,Georgia College & State University,BSN,3.245,Full-time,No,No,,,23055,7.082191781
Emory University Hospital Midtown,2/28/2019 0:00,432982,16177,2/25/2019 0:00,Medical ICU Inpatient Unit,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23056,7.082191781
Emory University Hospital Midtown,2/28/2019 0:00,432987,16178,2/25/2019 0:00,Medical/Surgical Inpatient Unit,23,Female,Georgia College & State University,BSN,3.245,Full-time,No,No,,,23057,7.082191781
Emory University Hospital Midtown,2/28/2019 0:00,432989,16179,2/25/2019 0:00,Oncology Inpatient Unit,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23058,7.082191781
Emory University Hospital Midtown,2/28/2019 0:00,433563,16180,2/25/2019 0:00,Emergency Department,22,Female,Georgia College & State University,BSN,3.75,,No,No,,,23059,7.082191781
Emory Decatur Hospital,2/27/2019 0:00,432835,16181,2/25/2019 0:00,Obstetrics/Labor & Delivery Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,Full-time,No,Yes,6/14/2020 0:00,Other/Unknown,23060,1.301369863
Emory University Hospital,2/26/2019 0:00,433004,16182,2/28/2019 0:00,General Medical Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,,No,No,,,23061,7.073972603
Emory University Hospital,2/26/2019 0:00,433212,16183,2/28/2019 0:00,Medical ICU Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,,No,Yes,2/28/2021 0:00,Obtained position representing a different job experience,23062,2.002739726
Emory University Hospital,2/26/2019 0:00,433213,16184,2/28/2019 0:00,General Surgical Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,,No,No,,,23063,7.073972603
Emory University Hospital,2/26/2019 0:00,975086,16185,2/26/2019 0:00,Transplant Unit,23,Female,Georgia College & State University,BSN,3.245,,No,Yes,10/30/2020 0:00,Obtained position with a more desirable work schedule,23064,1.676712329
Emory Saint Joseph's Hospital,2/18/2019 0:00,432789,16186,2/18/2019 0:00,Medical/Surgical Intermediate Unit,23,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23065,7.101369863
Emory Saint Joseph's Hospital,2/18/2019 0:00,2096861,16187,2/18/2019 0:00,General Medical Inpatient Unit,22,Female,Georgia College & State University,BSN,3.75,Full-time,No,Yes,2/21/2021 0:00,Compensation/pay,23066,2.010958904
Emory University Hospital,7/30/2018 0:00,425303,16188,7/30/2018 0:00,General Medical Inpatient Unit,21,Female,Georgia College & State University,BSN,2.245,Full-time,No,No,,,23067,7.657534247
Emory University Hospital,7/30/2018 0:00,425305,16189,,Oncology Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,,No,Yes,10/3/2020 0:00,Relocating out of area,23068,
Emory University Hospital,7/30/2018 0:00,425306,16190,7/30/2018 0:00,General Medical Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,Full-time,No,No,,,23069,7.657534247
Emory University Hospital,7/30/2018 0:00,2081993,16191,,Neurology/Neurosurgical ICU Inpatient Unit,22,Female,Georgia College & State University,BSN,3.75,,No,No,,,23070,
Emory University Hospital,7/30/2018 0:00,2146823,16192,7/30/2018 0:00,General Medical Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,Full-time,No,No,,,23071,7.657534247
Emory Saint Joseph's Hospital,7/16/2018 0:00,503845,16193,,Cardiac/Heart/Vascular Critical Care,22,Male,Georgia College & State University,BSN,3.75,,No,Yes,2/5/2021 0:00,Compensation/pay,23072,
Emory Saint Joseph's Hospital,7/16/2018 0:00,733004,16194,7/16/2018 0:00,Medical/Surgical Inpatient Unit,21,Female,Georgia College & State University,BSN,3.75,Full-time,No,Yes,12/26/2019 0:00,Obtained position representing a different job experience,23073,1.446575342
Emory Saint Joseph's Hospital,2/26/2018 0:00,131093,16195,2/26/2018 0:00,Medical/Surgical Inpatient Unit,21,Female,Georgia College & State University,BSN,3.75,Full-time,No,Yes,5/7/2021 0:00,Obtained position with a more desirable work schedule,23074,3.194520548
Emory University Hospital,2/23/2018 0:00,422397,16196,2/23/2018 0:00,Transplant Unit,23,Female,Georgia College & State University,BSN,3.245,Full-time,No,No,,,23075,8.087671233
Emory University Hospital,2/23/2018 0:00,422840,16197,2/23/2018 0:00,Emergency Department,22,Female,Georgia College & State University,BSN,3.245,Full-time,No,No,,,23076,8.087671233
Emory University Hospital,2/23/2018 0:00,422852,16198,2/23/2018 0:00,Neurology/Neurosurgical ICU Inpatient Unit,23,Female,Georgia College & State University,BSN,3.75,Full-time,No,No,,,23077,8.087671233
Emory University Hospital,2/23/2018 0:00,423513,16199,2/23/2018 0:00,Cardiac/Heart/Vascular Critical Care,23,Female,Georgia College & State University,BSN,3.245,Full-time,No,Yes,3/13/2020 0:00,Obtained position representing a different job experience,23078,2.052054795
Emory University Hospital,7/17/2017 0:00,2065287,16200,,Medical/Surgical Inpatient Unit,23,Male,Georgia College & State University,BSN,3.75,,No,No,,,23079,
Emory University Hospital,4/22/2016 0:00,6037,16201,,Medical/Surgical ICU Inpatient Unit,22,Female,Georgia College & State University,BSN,3.75,,No,No,,,23080,
Emory University Hospital,4/12/2016 0:00,143593,16202,,Medical/Surgical ICU Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,,No,No,,,23081,
Emory University Hospital,10/7/2015 0:00,405495,16203,,General Medical Inpatient Unit,22,Male,Georgia College & State University,BSN,3.245,,No,No,,,23082,
Emory University Hospital,10/7/2015 0:00,410870,16204,,General Medical Inpatient Unit,22,Female,Georgia College & State University,BSN,3.245,,No,No,,,23083,
