organization,cohort date,nurse id,deid_names,employment start date,type of unit,age,gender,education,nursing degree received,gpa,employment status,leave,termination,termination date,termination reason,id,tenure
Emory Saint Joseph's Hospital,7/18/2022 0:00,450392,15962,7/18/2022 0:00,Telemetry Unit,24,Female,Florida A&M University,BSN,2.745,Full-time,No,Yes,11/1/2023 0:00,Unsatisfactory performance,22841,1.290410959
Emory University Hospital Midtown,10/29/2021 0:00,450633,15963,10/24/2021 0:00,Neurology/Neurosurgical ICU Inpatient Unit,23,Female,Florida A&M University,BSN,3.75,Full-time,No,No,,,22842,4.419178082
Emory University Hospital Midtown,8/13/2021 0:00,447937,15964,8/15/2021 0:00,Cardiac/Heart/Vascular Critical Care,23,Male,Florida A&M University,BSN,3.245,Full-time,No,No,,,22843,4.610958904
Emory Long Term Acute Care,10/13/2020 0:00,443103,15965,10/5/2020 0:00,Medical/Surgical Intermediate Unit,22,Female,Florida A&M University,BSN,2.745,,No,Yes,8/14/2021 0:00,Unhappy with job/facility,22844,0.857534247
Emory University Hospital,8/6/2020 0:00,440256,15966,8/3/2020 0:00,General Medical Inpatient Unit,23,Female,Florida A&M University,BSN,3.245,Full-time,No,Yes,9/1/2021 0:00,Compensation/pay,22845,1.079452055
Emory University Hospital Midtown,8/1/2020 0:00,442420,15967,8/10/2020 0:00,Medical/Surgical Inpatient Unit,24,Female,Florida A&M University,BSN,3.245,Full-time,No,No,,,22846,5.624657534
Emory University Hospital Midtown,8/1/2020 0:00,442423,15968,8/10/2020 0:00,General Medical Inpatient Unit,22,Female,Florida A&M University,BSN,3.75,Full-time,No,No,,,22847,5.624657534
Emory University Hospital,10/15/2018 0:00,430619,15969,10/15/2018 0:00,Rehabilitation Inpatient Unit,24,Female,Florida A&M University,BSN,3.245,Full-time,No,Yes,9/29/2021 0:00,Travel Nurse,22848,2.95890411
Emory University Hospital,10/15/2018 0:00,431437,15970,10/29/2018 0:00,Cardiac/Heart/Vascular Critical Care,23,Male,Florida A&M University,BSN,2.745,Full-time,No,No,,,22849,7.408219178
Emory University Hospital,7/30/2018 0:00,688423,15971,7/30/2018 0:00,Other (please specify),23,Female,Florida A&M University,BSN,3.245,Full-time,No,No,,,22850,7.657534247
Emory Saint Joseph's Hospital,2/26/2018 0:00,229472,15972,2/26/2018 0:00,Medical/Surgical Inpatient Unit,24,Female,Florida A&M University,BSN,2.745,Full-time,No,Yes,12/21/2021 0:00,Travel Nurse,22851,3.819178082
Emory Decatur Hospital,8/20/2024 0:00,472585,15973,8/12/2024 0:00,Rehabilitation Inpatient Unit,23,Female,Florida A&M and University of North Florida,BSN,3.245,Full-time,No,No,,,22852,1.616438356
Emory University Hospital,11/13/2024 0:00,474632,15974,10/28/2024 0:00,Medical ICU Inpatient Unit,22,Female,Florida A&M University,BSN,3.75,Full-time,No,No,,,22853,1.405479452
Emory University Hospital,8/16/2023 0:00,464323,15975,7/24/2023 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,Florida A&M University,BSN,3.245,Full-time,No,Yes,9/26/2024 0:00,Other/Unknown,22854,1.178082192
Emory Decatur Hospital,8/15/2023 0:00,465002,15976,8/7/2023 0:00,Emergency Department,22,Female,Florida A&M University,BSN,3.245,Full-time,No,Yes,5/12/2025 0:00,Unsatisfactory performance,22855,1.764383562
Emory University Hospital at Wesley Woods,8/7/2023 0:00,464318,15977,7/24/2023 0:00,Psychiatric Inpatient Unit,22,Female,Florida A&M University,BSN,3.245,Full-time,No,No,,,22856,2.671232877
Emory University Hospital,4/16/2021 0:00,2325517,15978,3/1/2021 0:00,Medical/Surgical Intermediate Unit,21,Female,Florida A&M University,BSN,3.245,,No,Yes,3/12/2022 0:00,Other/Unknown,22857,1.030136986
Emory Decatur Hospital,10/13/2020 0:00,443012,15979,10/5/2020 0:00,Medical/Surgical Inpatient Unit,23,Female,Florida A&M University,BSN,3.75,,No,No,,,22858,5.471232877
Emory Decatur Hospital,7/21/2020 0:00,442075,15980,8/3/2020 0:00,Orthopedic Inpatient Unit,22,Female,Florida A&M University,BSN,3.75,,No,Yes,6/23/2023 0:00,Other/Unknown,22859,2.887671233
Emory Hillandale Hospital,3/24/2020 0:00,440032,15981,1/27/2020 0:00,Emergency Department,22,Female,Florida A&M University,BSN,3.75,,No,No,,,22860,6.161643836
Emory Hillandale Hospital,2/27/2019 0:00,432833,15982,2/25/2019 0:00,Medical/Surgical Inpatient Unit,22,Female,Florida A&M University,BSN,3.245,,No,Yes,7/18/2021 0:00,Travel Nurse,22861,2.394520548
Emory University Hospital,2/25/2017 0:00,21593,15983,,Cardiac/Heart/Vascular Critical Care,23,Female,Florida A&M University,BSN,3.245,,No,No,,,22862,
Emory University Hospital,10/13/2016 0:00,415463,15984,,Medical/Surgical Inpatient Unit,21,Female,Florida A&M University,BSN,3.75,,No,No,,,22863,
Emory University Hospital,10/13/2016 0:00,415482,15985,,Transplant Unit,23,Female,Florida A&M University,BSN,3.245,,No,No,,,22864,
Emory University Hospital,3/2/2015 0:00,34094,15986,,Medical/Surgical ICU Inpatient Unit,22,Female,Florida A&M University,BSN,3.245,,No,No,,,22865,
Emory University Hospital,9/8/2014 0:00,406571,15987,,General Medical Inpatient Unit,22,Female,Florida A&M University,BSN,3.245,,No,No,,,22866,
Emory University Hospital,9/8/2014 0:00,406601,15988,,General Medical Inpatient Unit,30,Female,Florida A&M University,BSN,3.245,,No,No,,,22867,
Emory University Hospital,8/19/2013 0:00,31213,15989,,Transplant Unit,24,Female,Florida A&M University,BSN,3.245,,No,No,,,22868,
Emory University Hospital,6/14/2012 0:00,5777,15990,,Perioperative OR,27,Female,Florida A&M University,BSN,2.745,,No,No,,,22869,
Emory Hillandale Hospital,8/15/2023 0:00,465531,15991,8/28/2023 0:00,Medical/Surgical ICU Inpatient Unit,21,Female,Florida A&M University,BSN,3.245,Full-time,No,No,,,22870,2.575342466
Emory University Hospital,10/10/2016 0:00,3288,15992,,General Medical Inpatient Unit,22,Female,Florida A&U University,BSN,3.245,,No,Yes,6/9/2017 0:00,Unhappy with job/facility,22871,
Emory University Hospital,10/28/2024 0:00,2523186,15993,10/21/2024 0:00,Emergency Department,36,Male,Florida Atlantic University,BSN,3.75,Full-time,No,No,,,22872,1.424657534
Emory University Hospital Midtown,4/5/2024 0:00,469117,15994,4/1/2024 0:00,General Surgical Inpatient Unit,35,Female,Florida Atlantic University,BSN,3.245,Full-time,No,Yes,1/8/2025 0:00,Family obligations (family/friend caregiving responsibility),22873,0.77260274
Emory University Hospital Midtown,8/11/2023 0:00,462196,15995,6/26/2023 0:00,Cardiac/Heart/Vascular Critical Care,37,Female,Florida Atlantic University,BSN,3.75,Full-time,No,No,,,22874,2.747945205
Emory Saint Joseph's Hospital,7/21/2023 0:00,460945,15996,7/17/2023 0:00,Perioperative OR,37,Female,Florida Atlantic University,Accelerated BSN,3.75,Full-time,No,Yes,12/2/2024 0:00,Unsatisfactory performance,22875,1.380821918
Emory University Hospital Midtown,4/7/2023 0:00,462797,15997,4/24/2023 0:00,Surgical ICU Inpatient Unit,30,Female,Florida Atlantic University,Accelerated BSN,3.75,Full-time,No,No,,,22876,2.920547945
Emory University Hospital,3/18/2022 0:00,2204234,15998,4/4/2022 0:00,Oncology Inpatient Unit,24,Female,Florida Atlantic University,BSN,3.75,,No,No,,,22877,3.975342466
Emory University Hospital Midtown,8/1/2020 0:00,442385,15999,8/10/2020 0:00,Medical ICU Inpatient Unit,28,Female,Florida Atlantic University,Accelerated BSN,3.75,,No,No,,,22878,5.624657534
Emory Saint Joseph's Hospital,10/16/2017 0:00,698181,16000,10/16/2017 0:00,General Medical Inpatient Unit,23,Female,Florida Atlantic University,Accelerated BSN,3.75,,No,Yes,1/2/2020 0:00,Relocating out of area,22879,2.21369863
Emory Hillandale Hospital,3/22/2022 0:00,454483,16001,4/11/2022 0:00,Medical/Surgical Inpatient Unit,39,Female,Florida College of Health Science,ADN/ASN,3.245,,No,Yes,3/6/2023 0:00,Unsatisfactory performance,22880,0.901369863
Emory Decatur Hospital,2/27/2019 0:00,432977,16002,2/25/2019 0:00,Orthopedic Inpatient Unit,23,Female,Florida Gulf Coast University,BSN,3.75,,No,No,,,22881,7.082191781
Emory University Hospital,8/22/2024 0:00,472590,16003,8/5/2024 0:00,Oncology Inpatient Unit,22,Female,Florida International University,BSN,3.245,Full-time,No,No,,,22882,1.635616438
Emory Decatur Hospital,7/26/2021 0:00,448106,16004,7/26/2021 0:00,Telemetry Unit,22,Female,Florida International University,BSN,3.75,,No,No,,,22883,4.665753425
Emory Saint Joseph's Hospital,3/29/2010 0:00,9538,16005,,Other (please specify),26,Female,Florida International University,BSN,3.245,,No,No,,,22884,
Emory Decatur Hospital,10/12/2021 0:00,2542045,16006,10/4/2021 0:00,Orthopedic Inpatient Unit,22,Female,Florida International University,BSN,3.75,,No,Yes,11/12/2022 0:00,Relocating out of area,22885,1.106849315
Emory Saint Joseph's Hospital,10/14/2019 0:00,438585,16007,10/28/2019 0:00,Perioperative OR,36,Male,Florida National University,BSN,3.75,Full-time,No,Yes,10/21/2021 0:00,Other/Unknown,22886,1.983561644
Emory University Hospital,10/15/2018 0:00,430741,16008,10/15/2018 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,Florida Southern College,BSN,3.245,,No,No,,,22887,7.446575342
Emory University Hospital,4/24/2024 0:00,468710,16009,3/4/2024 0:00,Emergency Department,22,Female,Florida Southwestern State College,BSN,3.75,Full-time,No,No,,,22888,2.057534247
Emory Decatur Hospital,8/20/2024 0:00,473357,16010,8/20/2024 0:00,Medical/Surgical ICU Inpatient Unit,22,Female,Florida Southwestern State College,ADN/ASN,3.75,Full-time,No,Yes,1/28/2025 0:00,Unsatisfactory performance,22889,0.44109589
Emory Saint Joseph's Hospital,7/11/2016 0:00,889434,16011,,Medical/Surgical Inpatient Unit,22,Female,Florida State University,BSN,3.75,,No,Yes,4/17/2021 0:00,Relocating out of area,22890,
Emory University Hospital Midtown,10/24/2025 0:00,484180,16012,11/3/2025 0:00,Medical/Surgical Inpatient Unit,24,Female,Florida State University,BSN,2.745,Full-time,No,No,,,22891,0.389041096
Emory University Orthopaedics & Spine Hospital ,10/20/2025 0:00,485054,16013,12/29/2025 0:00,Medical/Surgical Inpatient Unit,25,,Florida State University,BSN,3.476965558,Full-time,No,No,,,22892,0.235616438
Emory University Hospital,3/10/2025 0:00,476383,16014,3/3/2025 0:00,Cardiac/Heart/Vascular Critical Care,21,Female,Florida State University,BSN,3.75,Full-time,No,No,,,22893,1.060273973
Emory University Hospital,11/8/2023 0:00,465927,16015,10/9/2023 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,Florida State University,BSN,3.75,Full-time,No,No,,,22894,2.460273973
Emory University Hospital,11/8/2023 0:00,465928,16016,10/9/2023 0:00,Neurology/Neurosurgical ICU Inpatient Unit,22,Female,Florida State University,BSN,3.75,Full-time,No,No,,,22895,2.460273973
Emory University Hospital,10/23/2023 0:00,466613,16017,10/23/2023 0:00,General Medical Inpatient Unit,24,Female,Florida State University,BSN,3.245,Full-time,No,No,,,22896,2.421917808
Emory University Hospital,4/26/2023 0:00,461573,16018,3/6/2023 0:00,Emergency Department,23,Female,Florida State University,BSN,3.75,Full-time,No,No,,,22897,3.054794521
Emory University Hospital,4/26/2023 0:00,461575,16019,3/20/2023 0:00,Neurology/Neurosurgical ICU Inpatient Unit,23,Female,Florida State University,BSN,3.75,Full-time,No,No,,,22898,3.016438356
Emory University Hospital,4/26/2023 0:00,462089,16020,3/20/2023 0:00,Surgical ICU Inpatient Unit,22,Female,Florida State University,BSN,3.75,Full-time,No,Yes,6/30/2024 0:00,Relocating out of area,22899,1.282191781
Emory University Hospital,8/17/2022 0:00,455727,16021,7/11/2022 0:00,Cardiac/Heart/Vascular Critical Care,21,Female,Florida State University,BSN,3.75,,No,No,,,22900,3.706849315
Emory University Hospital,8/17/2022 0:00,455797,16022,7/11/2022 0:00,Emergency Department,22,Female,Florida State University,BSN,3.75,,No,Yes,10/8/2024 0:00,Other/Unknown,22901,2.246575342
Emory University Hospital Midtown,8/12/2022 0:00,457327,16023,8/29/2022 0:00,Obstetrics/Labor & Delivery Inpatient Unit,23,Female,Florida State University,BSN,3.75,Full-time,No,No,,,22902,3.57260274
Emory Decatur Hospital,10/12/2021 0:00,450640,16024,10/4/2021 0:00,Telemetry Unit,29,Female,Florida State University,ADN/ASN,3.245,Full-time,No,Yes,4/11/2023 0:00,Other/Unknown,22903,1.517808219
Emory University Hospital Midtown,4/1/2021 0:00,445612,16025,3/29/2021 0:00,General Medical Inpatient Unit,23,Female,Florida State University,BSN,3.245,,No,Yes,4/23/2022 0:00,Travel Nurse,22904,1.068493151
Emory Decatur Hospital,11/14/2023 0:00,466535,16026,10/30/2023 0:00,Mother/Baby Unit,24,Female,Florida State University,Accelerated BSN,3.75,Full-time,No,Yes,6/1/2024 0:00,Other/Unknown,22905,0.589041096
Emory University Hospital Midtown,10/31/2019 0:00,438671,16027,10/28/2019 0:00,Medical/Surgical Inpatient Unit,21,Female,Florida State University,BSN,3.75,,No,Yes,10/27/2021 0:00,Relocating out of area,22906,2
Emory University Hospital Midtown,7/25/2019 0:00,436214,16028,7/29/2019 0:00,Neonatal ICU Inpatient Unit,21,Female,Florida State University,BSN,3.75,,No,No,,,22907,6.660273973
Emory University Hospital,2/26/2019 0:00,433037,16029,3/4/2019 0:00,Neurology/Neurosurgical ICU Inpatient Unit,23,Female,Florida State University,Accelerated BSN,3.75,Full-time,No,No,,,22908,7.063013699
Emory University Hospital,7/30/2018 0:00,425260,16030,,Surgical ICU Inpatient Unit,21,Female,Florida State University,BSN,3.245,,No,No,,,22909,
Emory University Hospital,7/30/2018 0:00,425892,16031,,Neurology/Neurosurgical ICU Inpatient Unit,22,Female,Florida State University,BSN,3.245,,No,No,,,22910,
Emory University Hospital,7/18/2017 0:00,419837,16032,,Oncology Inpatient Unit,23,Female,Florida State University,BSN,3.75,,No,No,,,22911,
Emory University Hospital,2/25/2017 0:00,646131,16033,,Oncology Inpatient Unit,23,Female,Florida State University,BSN,2.745,,No,No,,,22912,
Emory University Hospital,10/13/2016 0:00,415506,16034,,Neurology/Neurosurgical ICU Inpatient Unit,22,Female,Florida State University,BSN,3.75,,No,No,,,22913,
Emory University Hospital,10/8/2015 0:00,1890934,16035,,Medical/Surgical ICU Inpatient Unit,22,Female,Florida State University,BSN,3.75,,No,No,,,22914,
Emory University Hospital,10/7/2015 0:00,410841,16036,,General Medical Inpatient Unit,22,Female,Florida State University,BS,3.75,,No,No,,,22915,
Emory University Hospital,10/7/2015 0:00,410872,16037,,Oncology Inpatient Unit,22,Female,Florida State University,BSN,3.75,,No,No,,,22916,
Emory University Hospital,10/7/2015 0:00,410882,16038,,Oncology Inpatient Unit,22,Female,Florida State University,BSN,3.75,,No,Yes,4/17/2017 0:00,Other/Unknown,22917,
Emory University Hospital,8/5/2024 0:00,2451408,16039,8/26/2024 0:00,General Medical Inpatient Unit,22,Female,Florida State University College of Nursing,BSN,3.75,Full-time,No,No,,,22918,1.578082192
Emory University Hospital,7/18/2017 0:00,420292,16040,,Transplant Unit,23,Female,Florioda A & M,BSN,3.245,,No,No,,,22919,
The Emory Clinic,3/18/2022 0:00,445759,16041,2/6/2022 0:00,Ambulatory Setting,47,Female,Fortis College,ADN/ASN,3.245,,No,No,,,22920,4.131506849
Emory University Hospital,2/25/2017 0:00,371163,16042,,Neurology/Neurosurgical ICU Inpatient Unit,24,Female,Frances Marion University,BSN,3.245,,No,No,,,22921,
Emory University Hospital Midtown,7/25/2019 0:00,2319068,16043,7/29/2019 0:00,Orthopedic Inpatient Unit,30,Male,Francis Marion University,BSN,3.245,,No,Yes,5/29/2022 0:00,Relocating out of area,22922,2.835616438
Emory Saint Joseph's Hospital,10/2/2025 0:00,480842,16044,9/29/2025 0:00,Emergency Department,22,Female,Franciscan Univerity of Steubenville,BSN,3.245,Full-time,No,No,,,22923,0.484931507
Emory Johns Creek Hospital,10/12/2020 0:00,443377,16045,10/12/2020 0:00,Ambulatory Setting,24,Female,Franciscan University of Steubenville,BSN,3.245,Full-time,No,Yes,8/2/2023 0:00,Other/Unknown,22924,2.805479452
Emory University Hospital,7/18/2017 0:00,419821,16046,,Oncology Inpatient Unit,22,Female,Franciscan University of Steubenville,BSN,3.245,,No,Yes,7/20/2019 0:00,Relocating out of area,22925,
Emory University Hospital,9/10/2012 0:00,7691,16047,,Oncology Inpatient Unit,22,Female,Franciscan University of Stubenville,BSN,3.245,,No,No,,,22926,
Emory University Hospital,3/10/2014 0:00,40432100,16048,,Medical/Surgical ICU Inpatient Unit,34,Male,Ga Regents University,MSN (CNL),3.75,,No,No,,,22927,
Emory University Hospital,3/31/2014 0:00,192431,16049,,Emergency Department,29,Female,Ga South Western State University,BSN,3.245,,No,No,,,22928,
Emory University Hospital Midtown,10/25/2024 0:00,475034,16050,10/25/2024 0:00,Medical/Surgical Intermediate Unit,27,Female,Galen College,Accelerated BSN,3.476965558,Full-time,No,No,,,22929,1.41369863
Emory Saint Joseph's Hospital,7/10/2025 0:00,478660,16051,7/7/2025 0:00,Medical/Surgical Inpatient Unit,36,Male,Galen College of Nursing,BSN,2.745,Full-time,No,No,,,22930,0.715068493
Emory Saint Joseph's Hospital,7/10/2025 0:00,478664,16052,7/7/2025 0:00,Medical/Surgical ICU Inpatient Unit,37,Female,Galen College of Nursing,ADN/ASN,3.245,Full-time,No,No,,,22931,0.715068493
Emory University Hospital Midtown,4/4/2025 0:00,477633,16053,3/31/2025 0:00,Medical/Surgical Inpatient Unit,26,Female,Galen College of Nursing,ADN/ASN,2.745,Full-time,No,No,,,22932,0.983561644
Emory Decatur Hospital,4/1/2025 0:00,477583,16054,3/31/2025 0:00,Medical ICU Inpatient Unit,28,Male,Galen College of Nursing,BSN,3.245,Full-time,No,No,,,22933,0.983561644
Emory University Hospital,3/10/2025 0:00,476424,16055,3/3/2025 0:00,General Medical Inpatient Unit,26,Female,Galen College of Nursing,BSN,3.245,Full-time,No,No,,,22934,1.060273973
Emory University Hospital Midtown,8/9/2024 0:00,472117,16056,7/22/2024 0:00,Perioperative OR,30,Female,Galen College of Nursing,BSN,3.245,Full-time,No,No,,,22935,1.673972603
Emory Decatur Hospital,3/26/2024 0:00,469737,16057,4/1/2024 0:00,Perioperative OR,51,Female,Galen College of Nursing,ADN/ASN,2.745,Full-time,No,Yes,12/17/2024 0:00,Other/Unknown,22936,0.712328767
Emory Decatur Hospital,11/12/2024 0:00,474827,16058,10/21/2024 0:00,Emergency Department,33,Female,Galen College of Nursing,ADN/ASN,3.245,Full-time,No,Yes,4/26/2025 0:00,Obtained position representing a different job experience,22937,0.512328767
Emory University Hospital,11/8/2023 0:00,465696,16059,12/11/2023 0:00,Cardiac/Heart/Vascular Critical Care,32,Female,Galen College of Nursing,ADN/ASN,3.245,Full-time,No,Yes,11/3/2024 0:00,Other/Unknown,22938,0.898630137
Emory University Hospital,8/18/2025 0:00,479049,16060,7/28/2025 0:00,Neurology Inpatient Unit,25,Female,Galen College of Nursing (Miami),ADN/ASN,2.745,Full-time,No,Yes,10/8/2025 0:00,Family obligations (family/friend caregiving responsibility),22939,0.197260274
Emory Saint Joseph's Hospital,6/6/2011 0:00,24438,16061,,Medical/Surgical Inpatient Unit,22,Female,Gardner Webb University,BSN,3.245,,No,No,,,22940,
Emory Johns Creek Hospital,10/18/2021 0:00,451237,16062,11/1/2021 0:00,General Surgical Inpatient Unit,31,Female,Gateway Community College,ADN/ASN,3.245,,No,Yes,12/2/2022 0:00,Staffing or workload,22941,1.084931507
Emory University Hospital,2/16/2015 0:00,408082,16063,,Medical/Surgical ICU Inpatient Unit,23,Female,Geogia Regents University,MSN (CNL),3.75,,No,No,,,22942,
Emory University Hospital,3/2/2015 0:00,408268,16064,,General Medical Inpatient Unit,33,Female,Geogria State University,BSN,3.75,,No,No,,,22943,
Emory University Hospital,4/17/2014 0:00,40434200,16065,,General Surgical Inpatient Unit,26,Female,Georgai State University,BSN,3.75,,No,No,,,22944,
Emory University Hospital,11/8/2023 0:00,466197,16066,10/9/2023 0:00,Neurology/Neurosurgical ICU Inpatient Unit,30,Female,George Mason University,BSN,3.75,Full-time,No,No,,,22945,2.460273973
Emory University Hospital,2/26/2019 0:00,2276077,16067,2/25/2019 0:00,Emergency Department,28,Male,George Washington University,BSN,3.75,Full-time,No,No,,,22946,7.082191781
Emory University Hospital,3/31/2014 0:00,721,16068,,Emergency Department,30,Female,George Washington University,BSN,3.75,,No,No,,,22947,
Emory Decatur Hospital,8/20/2024 0:00,2341551,16069,8/12/2024 0:00,Medical/Surgical Intermediate Unit,24,Female,George Washington University School of Nursing,Accelerated BSN,3.75,Full-time,No,No,,,22948,1.616438356
Emory University Hospital,10/16/2018 0:00,2231986,16070,10/22/2018 0:00,Emergency Department,48,Female,Georgetown University,MSN (CNL),3.245,,No,No,,,22949,7.42739726
Emory University Hospital,4/22/2016 0:00,815695,16071,,Medical/Surgical ICU Inpatient Unit,25,Female,Georgetown University,Accelerated BSN,3.75,,No,No,,,22950,
Emory Saint Joseph's Hospital,3/29/2010 0:00,6286,16072,,Other (please specify),22,Female,Georgia State University,BSN,3.245,,No,No,,,22951,
Emory Saint Joseph's Hospital,8/7/2017 0:00,39732,16073,,Perioperative OR,33,Female,Georgia Baptist,BSN,3.245,,No,No,,,22952,
Emory Saint Joseph's Hospital,7/17/2017 0:00,666772,16074,7/17/2017 0:00,Oncology Inpatient Unit,26,Female,Georgia Baptist,BSN,3.245,,No,Yes,8/29/2020 0:00,Obtained position representing a different job experience,22953,3.120547945
Emory Saint Joseph's Hospital,11/2/2015 0:00,34276,16075,,Medical/Surgical ICU Inpatient Unit,23,Female,Georgia Baptist,BSN,3.245,,No,No,,,22954,
Emory Saint Joseph's Hospital,11/2/2015 0:00,209057,16076,,Emergency Department,30,Male,Georgia Baptist,BSN,3.245,,No,No,,,22955,
Emory University Hospital,9/10/2012 0:00,1319,16077,,Emergency Department,40,Female,Georgia Baptist,BSN,3.75,,No,No,,,22956,
Emory University Hospital,9/10/2012 0:00,2034,16078,,Medical/Surgical ICU Inpatient Unit,37,Female,Mercer University,BSN,3.75,,No,No,,,22957,
Emory University Hospital,9/10/2012 0:00,4430,16079,,General Surgical Inpatient Unit,25,Male,Mercer University,BSN,3.245,,No,No,,,22958,
Emory University Hospital,9/10/2012 0:00,5778,16080,,Perioperative OR,29,Male,Mercer University,BSN,3.75,,No,No,,,22959,
Emory University Hospital,9/10/2012 0:00,6059,16081,,General Medical Inpatient Unit,34,Female,Mercer University,BSN,3.245,,No,No,,,22960,
Emory Saint Joseph's Hospital,10/22/2012 0:00,39919700,16082,,Emergency Department,26,Female,Mercer University,BSN,3.245,,No,No,,,22961,
Emory Saint Joseph's Hospital,8/15/2011 0:00,23876,16083,,Medical/Surgical Inpatient Unit,27,Female,Georgia Baptist College,BSN,3.476965558,,No,Yes,1/1/2014 0:00,Unhappy with job/facility,22962,
Emory University Hospital,11/30/2004 0:00,6482,16084,,,23,Female,Georgia Baptist College,BSN,3.75,,No,No,,,22963,
Emory Saint Joseph's Hospital,7/23/2012 0:00,39815800,16085,,Medical/Surgical ICU Inpatient Unit,23,Female,Mercer University,BSN,3.245,,No,No,,,22964,
Emory University Hospital,8/25/2014 0:00,401658,16086,,General Surgical Inpatient Unit,30,Male,Georgia Baptist College of Nursing,BSN,3.245,,No,No,,,22965,
Emory University Hospital,8/25/2014 0:00,1530382,16087,,Medical/Surgical Inpatient Unit,23,Female,Georgia Baptist College of Nursing,BSN,3.75,,No,No,,,22966,
Emory University Hospital,8/25/2014 0:00,1820746,16088,,General Medical Inpatient Unit,23,Male,Georgia Baptist College of Nursing,BSN,2.745,,No,No,,,22967,
Emory University Hospital,8/25/2014 0:00,1993833,16089,,Emergency Department,51,Female,Georgia Baptist College of Nursing,BSN,3.75,,No,No,,,22968,
Emory Saint Joseph's Hospital,8/12/2013 0:00,40245200,16090,,Medical/Surgical Inpatient Unit,22,Female,Georgia Baptist College of Nursing,BSN,3.245,,No,No,,,22969,
Emory Saint Joseph's Hospital,8/12/2013 0:00,40246000,16091,,Medical/Surgical Inpatient Unit,23,Female,Georgia Baptist College of Nursing,BSN,2.745,,No,No,,,22970,
Emory University Hospital,9/10/2012 0:00,8991,16092,,Obstetrics/Labor & Delivery Inpatient Unit,24,Female,Georgia Baptist College of Nursing,BSN,3.245,,No,No,,,22971,
Emory Saint Joseph's Hospital,7/23/2012 0:00,39819700,16093,,Medical/Surgical Inpatient Unit,25,Female,Georgia Baptist College of Nursing,BSN,3.245,,No,Yes,7/1/2014 0:00,Unhappy with job/facility,22972,
Emory Saint Joseph's Hospital,8/12/2013 0:00,39723300,16094,,Medical/Surgical ICU Inpatient Unit,26,Female,Mercer University,BSN,3.245,,No,Yes,1/1/2014 0:00,Unsatisfactory performance,22973,
Emory Saint Joseph's Hospital,7/23/2012 0:00,39818600,16095,,Medical/Surgical Inpatient Unit,25,Female,Mercer University,BSN,3.476965558,,No,No,,,22974,
Emory Saint Joseph's Hospital,7/23/2012 0:00,179272700,16096,,Medical/Surgical ICU Inpatient Unit,23,Male,Mercer University,BSN,3.245,,No,No,,,22975,
Emory University Hospital,7/18/2017 0:00,2090333,16097,,Perioperative OR,22,Male,Mercer University,BSN,3.245,,No,Yes,8/8/2019 0:00,Obtained position representing a different job experience,22976,
Emory University Hospital,10/8/2015 0:00,401659,16098,,Medical/Surgical ICU Inpatient Unit,26,Female,Mercer University,BSN,3.245,,No,No,,,22977,
Emory University Hospital,10/8/2015 0:00,410859,16099,,Medical/Surgical ICU Inpatient Unit,25,Female,Mercer University,BSN,3.245,,No,No,,,22978,
Emory University Hospital,10/7/2015 0:00,410811,16100,,Transplant Unit,22,Female,Mercer University,BSN,3.75,,No,No,,,22979,
Emory University Hospital,9/16/2013 0:00,402482,16101,,General Medical Inpatient Unit,26,Female,Mercer University,BSN,3.75,,No,No,,,22980,
Emory Saint Joseph's Hospital,10/24/2016 0:00,769738,16102,,Medical/Surgical Inpatient Unit,26,Female,Mercer University,BSN,3.245,,No,No,,,22981,
Emory Saint Joseph's Hospital,10/24/2016 0:00,874314,16103,,Medical/Surgical Inpatient Unit,30,Male,Mercer University,BSN,2.745,,No,No,,,22982,
Emory Saint Joseph's Hospital,10/24/2016 0:00,994957,16104,,Medical ICU Inpatient Unit,48,Female,Mercer University,BSN,3.75,,No,No,,,22983,
Emory Saint Joseph's Hospital,7/11/2016 0:00,71661,16105,,Medical/Surgical ICU Inpatient Unit,41,Female,Mercer University,BSN,3.75,,No,No,,,22984,
Emory Saint Joseph's Hospital,7/11/2016 0:00,136043,16106,,Medical/Surgical ICU Inpatient Unit,23,Female,Mercer University,BSN,3.75,,No,No,,,22985,
Emory Saint Joseph's Hospital,7/11/2016 0:00,437191,16107,,Emergency Department,27,Female,Mercer University,BSN,3.476965558,,No,Yes,8/15/2019 0:00,Relocating out of area,22986,
Emory Saint Joseph's Hospital,7/11/2016 0:00,656475,16108,,Medical/Surgical ICU Inpatient Unit,30,Female,Mercer University,BSN,3.75,,No,Yes,1/22/2022 0:00,Family obligations (family/friend caregiving responsibility),22987,
Emory Saint Joseph's Hospital,7/11/2016 0:00,806423,16109,7/11/2016 0:00,Medical/Surgical Inpatient Unit,22,Female,Mercer University,BSN,3.245,,No,Yes,4/27/2020 0:00,Family obligations (family/friend caregiving responsibility),22988,3.797260274
Emory University Hospital,6/24/2004 0:00,2854,16110,,,24,Female,Mercer University,BSN,3.75,,No,No,,,22989,
Emory University Hospital,2/25/2017 0:00,990566,16111,,Emergency Department,22,Female,Georgia College,BSN,3.245,,No,No,,,22990,
